student_id,current_stage,current_course_or_class,age,gender,tenth_percentage,twelfth_or_diploma_percentage,graduation_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_subroles,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,current_skills,target_career
ST0620,Graduate,BSc_CS,20,Other,74.68,53.31,61.84,3,6,3,6,7,4,6,7,2,2,4,2,1,4,Analytical,"Market Research, Quality Assurance",Cloud,Leader,1,0,No,UI Design,"Keras, SQL",DevOps Engineer
ST0621,Pursuing_12th,Arts,17,Male,82.77,0.0,0.0,3,4,6,9,3,3,8,5,2,5,3,5,2,4,Technical,"DevOps, System Admin",Cloud,Logical,2,2,No,Networking,"Scikit-Learn, Keras",Software Tester
ST0622,Diploma,Diploma_ECE,23,Female,64.01,58.58,0.0,5,8,8,8,5,3,10,7,4,1,5,1,4,5,Analytical,"Risk Assessment, Data Analysis",Cloud,Creative,1,1,No,Python,"TensorFlow, PowerBI, Statistics",Software Tester
ST0623,Pursuing_12th,Science,17,Male,79.74,0.0,0.0,6,7,8,3,5,3,5,4,4,1,1,4,1,5,Creative,"Content Creation, Frontend Design",Security,Creative,1,3,No,Statistics,"Math, Linux, Wireshark, Ethical Hacking",Full Stack Developer
ST0624,10th,General,15,Female,65.24,0.0,0.0,6,7,5,8,5,5,4,8,2,2,2,1,3,2,Technical,"System Admin, App Development",AI-ML,Leader,0,1,No,Web,"Market Research, CRM, Linux, Communication",Database Administrator
ST0625,BTech,BTech_ECE,21,Female,79.91,67.48,73.0,9,8,3,5,7,5,9,10,3,2,4,4,3,5,Technical,"App Development, System Admin",Data,Logical,3,5,Yes,Statistics,"AWS, Azure, CRM",ML Engineer
ST0626,12th,Science,18,Female,73.73,73.18,0.0,6,4,5,9,4,5,10,6,4,5,2,5,2,1,Analytical,"Market Research, Quality Assurance",AI-ML,Logical,0,2,No,Math,"Azure, Pandas",Business Analyst
ST0627,Graduate,BCA,19,Other,52.31,76.71,73.19,3,7,3,5,8,3,7,6,4,2,4,4,1,4,Technical,"App Development, System Admin",AI-ML,Analytical,0,6,Yes,Python,"HTML, Scikit-Learn, TensorFlow",Backend Developer
ST0628,BTech,BTech_ECE,24,Male,69.4,79.31,74.86,8,7,6,4,7,4,5,8,2,5,4,5,5,3,Technical,"App Development, System Admin",Cloud,Leader,3,1,No,Statistics,"Communication, Project Management, Illustrator",ML Engineer
ST0629,Pursuing_12th,Commerce,18,Female,63.62,0.0,0.0,9,6,5,8,3,4,10,5,4,1,1,4,3,5,Technical,"System Admin, App Development",Security,Analytical,1,1,No,Networking,"JavaScript, WordPress, Project Management",Data Scientist
ST0630,10th,General,16,Female,77.33,0.0,0.0,6,8,6,5,3,8,7,6,3,4,2,2,1,1,Creative,"Frontend Design, Content Creation",Data,Leader,1,2,Yes,Web,"AWS, TensorFlow",Cybersecurity Analyst
ST0631,Pursuing_Diploma,Diploma_CSE,23,Female,67.05,81.11,0.0,6,7,6,3,7,4,10,8,2,4,1,5,4,5,Technical,"Software Engineering, App Development",Security,Creative,4,0,No,Networking,"Adobe XD, Kubernetes",DevOps Engineer
ST0632,Diploma,Diploma_ECE,21,Female,92.35,73.92,0.0,9,5,7,7,5,5,8,7,4,3,2,3,5,4,Analytical,"Risk Assessment, Quality Assurance",Web,Leader,1,4,Yes,Web,"Python, Adobe XD, Illustrator",ML Engineer
ST0633,Graduate,BTech_IT,21,Other,70.34,92.62,70.25,6,10,8,5,5,8,8,9,1,5,2,3,4,1,Technical,"System Admin, DevOps",Data,Leader,2,1,No,Python,"AWS, Angular",DevOps Engineer
ST0634,Diploma,Diploma_ECE,19,Female,78.02,63.54,0.0,8,6,6,3,3,4,6,4,4,2,2,1,5,4,Technical,"Software Engineering, App Development",AI-ML,Leader,1,4,Yes,Python,"Pandas, Python",DevOps Engineer
ST0635,Pursuing_Diploma,Diploma_CSE,22,Female,96.19,63.41,0.0,5,8,7,6,8,4,4,10,3,4,1,5,2,1,Technical,"DevOps, System Admin",Security,Creative,1,3,No,Networking,"PHP, Figma, Photoshop, Adobe XD",Business Analyst
ST0636,BTech,BTech_ECE,23,Female,68.78,51.45,66.94,3,5,3,7,8,5,6,6,2,3,2,2,2,4,Analytical,"Market Research, Data Analysis",Data,Analytical,0,1,Yes,Networking,"Python, R, Canva",Software Tester
ST0637,Pursuing_12th,Arts,18,Female,69.0,0.0,0.0,3,4,5,5,9,8,9,5,5,1,5,3,2,3,Creative,"Frontend Design, UI Design",Web,Creative,3,1,No,Math,"Photoshop, Linux",Web Developer
ST0638,12th,Arts,17,Female,88.18,59.01,0.0,8,6,5,4,3,4,9,10,2,5,5,1,1,2,Technical,"DevOps, Software Engineering",Security,Leader,2,2,No,Python,"Excel, Pandas, Statistics, SQL",UI/UX Designer
ST0639,12th,Science,19,Female,82.71,74.57,0.0,5,6,6,4,5,8,5,7,1,3,2,4,5,1,Creative,"UI Design, Frontend Design",Cloud,Analytical,1,1,No,DBMS,"PyTorch, Math, Scikit-Learn, TensorFlow",Data Scientist
ST0640,BTech,BTech_ECE,20,Female,56.51,70.3,53.29,9,3,6,8,7,9,7,5,3,3,2,5,1,4,Management,"Scrum Master, Operations",Web,Creative,1,3,No,UI Design,"Photoshop, Network Security",ML Engineer
ST0641,12th,Science,18,Female,88.29,63.37,0.0,6,4,7,7,6,5,9,7,4,2,3,4,3,4,Management,"Team Lead, Operations",Security,Analytical,0,1,No,DBMS,"Scikit-Learn, Python, Kubernetes, PyTorch",UI/UX Designer
ST0642,Pursuing_12th,Science,18,Male,79.08,0.0,0.0,8,7,6,10,5,4,5,7,5,5,1,2,4,4,Management,"Scrum Master, Product Owner",AI-ML,Logical,0,7,Yes,Web,"Adobe XD, TensorFlow, Illustrator",Database Administrator
ST0643,10th,General,15,Other,70.7,0.0,0.0,8,4,4,6,8,8,4,8,4,3,1,1,4,4,Creative,"Visual Prototyping, Content Creation",Data,Logical,1,2,No,Math,"HTML, Photoshop, Adobe XD, Illustrator",Web Developer
ST0644,10th,General,15,Male,65.49,0.0,0.0,4,10,6,4,7,3,9,8,5,5,2,5,1,1,Technical,"App Development, Software Engineering",Cloud,Creative,0,1,Yes,Web,"Market Research, SQL",Web Developer
ST0645,12th,Commerce,18,Male,75.53,83.65,0.0,7,6,8,5,5,8,5,8,3,1,1,1,3,5,Analytical,"Quality Assurance, Data Analysis",Cloud,Analytical,1,1,No,Web,"AWS, Docker, SQL",DevOps Engineer
ST0646,Graduate,BTech_IT,21,Male,80.36,60.48,64.66,6,3,7,6,5,3,8,6,5,4,3,2,3,1,Analytical,"Risk Assessment, Quality Assurance",Cloud,Analytical,1,2,Yes,Math,"Ethical Hacking, SQL",Software Tester
ST0647,BCA,BCA,26,Female,61.84,96.67,59.17,7,8,3,7,3,5,6,5,1,1,4,4,4,4,Creative,"Visual Prototyping, Content Creation",Security,Analytical,1,3,No,DBMS,"Market Research, Project Management, Network Security, Agile",Software Tester
ST0648,Diploma,Diploma_ECE,21,Male,82.16,75.45,0.0,8,7,3,6,4,5,6,6,2,1,5,3,1,4,Technical,"Software Engineering, System Admin",AI-ML,Logical,2,3,Yes,Web,"R, Canva",Business Analyst
ST0649,10th,General,15,Male,87.46,0.0,0.0,7,9,7,8,5,7,4,8,2,4,1,4,4,4,Technical,"DevOps, System Admin",Security,Analytical,1,2,Yes,Python,"PyTorch, Network Security, TensorFlow, Keras",Data Scientist
ST0650,Diploma,Diploma_CSE,19,Male,70.18,53.65,0.0,7,7,6,4,6,5,9,6,1,5,5,4,2,4,Creative,"Frontend Design, UI Design",AI-ML,Creative,1,4,Yes,UI Design,"Canva, Agile, Adobe XD, Illustrator",Cloud Engineer
ST0651,12th,Arts,18,Female,75.8,70.18,0.0,4,8,6,5,5,5,4,10,4,3,4,4,5,5,Analytical,"Quality Assurance, Data Analysis",Cloud,Leader,3,3,No,Statistics,"Kubernetes, Cryptography",ML Engineer
ST0652,10th,General,16,Female,72.09,0.0,0.0,7,5,4,5,6,8,8,6,1,4,4,1,4,1,Technical,"DevOps, Software Engineering",Security,Analytical,3,1,Yes,Web,"Terraform, AWS, Docker",Business Analyst
ST0653,Pursuing_Diploma,Diploma_Mech,20,Male,92.73,53.59,0.0,4,6,8,3,7,7,10,5,4,3,3,4,2,2,Creative,"Content Creation, Visual Prototyping",Data,Leader,1,1,No,DBMS,"CRM, Wireshark",Cybersecurity Analyst
ST0654,Pursuing_Diploma,Diploma_IT,22,Other,76.0,88.4,0.0,5,6,10,8,6,6,4,8,5,3,5,4,1,4,Management,"Team Lead, Operations",Web,Creative,1,0,No,UI Design,"Figma, AWS, Photoshop, Illustrator",Full Stack Developer
ST0655,Diploma,Diploma_CSE,25,Female,69.6,68.02,0.0,3,7,6,7,5,4,9,10,4,5,5,1,3,1,Analytical,"Quality Assurance, Data Analysis",AI-ML,Analytical,1,1,No,Networking,"CSS, CRM, Angular, React",Backend Developer
ST0656,Pursuing_BTech,BTech_Civil,24,Male,72.9,64.13,0.0,8,7,4,5,6,5,8,7,2,1,3,5,4,4,Technical,"Software Engineering, System Admin",Web,Analytical,2,0,No,UI Design,"Tableau, Angular, React",Cybersecurity Analyst
ST0657,Pursuing_Diploma,Diploma_ECE,25,Female,61.08,67.61,0.0,6,9,5,6,4,4,7,10,4,3,3,3,1,2,Technical,"Software Engineering, App Development",AI-ML,Creative,1,1,No,Networking,"Figma, Photoshop, Adobe XD, Canva",Backend Developer
ST0658,Pursuing_Diploma,Diploma_ECE,21,Female,68.64,60.83,0.0,5,7,8,6,6,3,9,5,3,3,3,5,4,1,Technical,"Software Engineering, App Development",Web,Analytical,1,2,No,Statistics,"WordPress, Docker",Cybersecurity Analyst
ST0659,BTech,BTech_CSE,19,Female,89.03,45.0,71.8,5,7,3,8,7,6,8,6,1,5,5,5,4,1,Analytical,"Data Analysis, Quality Assurance",Cloud,Analytical,0,3,No,Math,"HTML, CSS, PHP, Communication",Software Tester
ST0660,Diploma,Diploma_IT,20,Male,64.48,63.41,0.0,3,4,7,9,4,5,8,8,2,3,5,5,1,4,Analytical,"Risk Assessment, Market Research",AI-ML,Logical,1,0,No,DBMS,"Terraform, Azure, CRM, Kubernetes",Backend Developer
ST0661,Pursuing_BTech,BTech_IT,26,Female,84.18,82.69,0.0,7,4,7,4,8,7,8,4,4,5,5,2,5,4,Analytical,"Risk Assessment, Market Research",Cloud,Creative,2,4,Yes,Networking,"Photoshop, Wireshark, Ethical Hacking",Web Developer
ST0662,Pursuing_12th,Commerce,18,Male,80.11,0.0,0.0,3,4,4,5,3,5,5,9,2,5,3,2,3,2,Analytical,"Risk Assessment, Data Analysis",Cloud,Logical,2,2,No,Math,"Market Research, WordPress",DevOps Engineer
ST0663,Pursuing_BTech,BTech_CSE,22,Male,85.14,58.15,0.0,7,3,6,8,6,8,5,10,1,3,1,2,3,5,Analytical,"Risk Assessment, Quality Assurance",Data,Leader,0,1,Yes,Web,"Project Management, Excel",Data Scientist
ST0664,BCA,BCA,20,Male,67.63,80.23,65.32,10,7,5,7,3,8,4,7,4,5,1,3,5,5,Analytical,"Data Analysis, Risk Assessment",Web,Leader,3,2,No,Math,"Communication, Python, CRM",ML Engineer
ST0665,BTech,BTech_CSE,21,Female,63.28,66.51,64.3,4,8,6,5,5,7,8,5,2,2,3,4,4,4,Technical,"System Admin, App Development",Security,Logical,3,2,Yes,Math,"Excel, Docker, SQL",Business Analyst
ST0666,Diploma,Diploma_IT,21,Female,70.93,99.98,0.0,7,5,5,4,7,6,6,6,4,1,4,4,1,5,Management,"Product Owner, Scrum Master",Security,Analytical,0,2,No,Networking,"Python, Linux, Cryptography, Ethical Hacking",DevOps Engineer
ST0667,Graduate,BCom,21,Female,70.29,67.75,59.02,5,10,3,7,7,4,6,7,4,5,4,2,5,1,Technical,"App Development, Software Engineering",Web,Leader,1,2,No,Statistics,"Tableau, Python, PowerBI, SQL",Cloud Engineer
ST0668,Pursuing_12th,Commerce,18,Male,80.75,0.0,0.0,7,5,8,4,9,3,4,9,4,4,2,5,4,3,Analytical,"Risk Assessment, Data Analysis",Data,Creative,0,2,No,Math,"Scikit-Learn, CSS, WordPress, React",Full Stack Developer
ST0669,Diploma,Diploma_CSE,24,Male,79.73,76.64,0.0,3,6,8,8,7,3,8,4,2,5,5,2,5,4,Technical,"DevOps, App Development",Data,Logical,1,1,No,Math,"R, Keras",Backend Developer
ST0670,BCA,BCA,26,Female,55.78,94.6,66.13,7,7,9,8,4,8,5,5,2,5,2,4,2,5,Management,"Team Lead, Scrum Master",AI-ML,Analytical,3,3,No,Math,"Pandas, R, Wireshark, SQL",Web Developer
ST0671,BTech,BTech_ECE,20,Other,62.67,50.96,63.23,7,4,3,8,5,5,8,3,2,1,4,4,1,1,Creative,"Content Creation, Frontend Design",Data,Logical,1,3,No,Statistics,"Excel, Python, R",Data Scientist
ST0672,12th,Science,18,Male,93.52,59.14,0.0,6,8,8,10,5,3,4,10,2,5,3,1,3,5,Technical,"Software Engineering, App Development",Data,Logical,1,3,Yes,DBMS,"PyTorch, Ethical Hacking, Network Security",Data Scientist
ST0673,10th,General,16,Male,75.26,0.0,0.0,8,8,7,4,5,3,8,10,3,4,1,4,2,3,Technical,"DevOps, System Admin",Web,Logical,1,1,No,Python,"HTML, Azure, PHP",DevOps Engineer
ST0674,BTech,BTech_CSE,19,Male,82.32,89.52,52.25,5,7,8,5,3,6,4,5,1,1,1,5,1,1,Technical,"DevOps, System Admin",Cloud,Analytical,0,2,No,DBMS,"Market Research, Agile",Data Scientist
ST0675,BCA,BCA,23,Male,79.71,58.21,64.41,5,7,4,5,5,4,7,8,5,3,1,1,1,5,Creative,"Visual Prototyping, Content Creation",Web,Creative,2,0,No,Statistics,"AWS, R",ML Engineer
ST0676,Pursuing_12th,Commerce,19,Female,72.77,0.0,0.0,7,10,6,7,7,6,5,8,5,1,3,4,2,3,Technical,"Software Engineering, App Development",Data,Analytical,0,3,No,Statistics,"Terraform, CSS, Docker",Web Developer
ST0677,BCA,BCA,22,Male,78.96,60.41,84.22,8,5,5,6,8,10,10,7,3,1,2,1,4,5,Management,"Product Owner, Scrum Master",Security,Leader,4,2,Yes,DBMS,"Excel, Angular",Data Scientist
ST0678,10th,General,17,Female,67.98,0.0,0.0,7,9,5,7,7,4,5,9,4,1,4,4,1,5,Technical,"App Development, System Admin",Security,Leader,1,0,No,Math,"HTML, PyTorch",UI/UX Designer
ST0679,Pursuing_12th,Commerce,18,Male,77.93,0.0,0.0,6,5,6,8,6,5,6,3,2,4,4,2,1,3,Creative,"Content Creation, Frontend Design",Data,Analytical,1,0,No,DBMS,"Figma, Adobe XD, Canva, Illustrator",Data Scientist
ST0680,Pursuing_12th,Arts,19,Male,85.62,0.0,0.0,5,4,7,4,3,6,9,4,5,4,4,1,1,3,Creative,"Visual Prototyping, UI Design",Cloud,Logical,0,6,Yes,DBMS,"React, Wireshark, Cryptography, Ethical Hacking",Cybersecurity Analyst
ST0681,BCA,BCA,20,Female,73.21,96.35,72.22,3,5,7,6,5,4,10,8,2,2,1,3,3,5,Technical,"System Admin, DevOps",Cloud,Analytical,1,2,No,DBMS,"Terraform, Docker, Node.js",Business Analyst
ST0682,Pursuing_12th,Science,18,Female,76.43,0.0,0.0,5,4,7,6,5,8,8,7,3,2,2,1,4,2,Creative,"Visual Prototyping, Frontend Design",Web,Leader,2,2,No,DBMS,"Pandas, Python, PowerBI, Node.js",Business Analyst
ST0683,BCA,BCA,26,Male,57.29,48.17,76.21,4,4,6,5,6,5,10,6,2,1,5,5,1,4,Technical,"App Development, System Admin",Web,Creative,1,3,No,DBMS,"Photoshop, Adobe XD, Canva",Database Administrator
ST0684,Pursuing_Diploma,Diploma_Mech,26,Male,93.64,72.59,0.0,9,8,5,3,8,6,5,6,4,1,5,5,5,1,Management,"Product Owner, Operations",Web,Leader,3,0,No,DBMS,"Figma, Linux",Data Scientist
ST0685,Pursuing_Diploma,Diploma_Mech,21,Female,70.6,78.34,0.0,7,6,6,10,4,5,6,5,1,2,4,1,1,3,Creative,"Content Creation, UI Design",Cloud,Logical,1,4,Yes,UI Design,"Tableau, R, Illustrator",Business Analyst
ST0686,10th,General,17,Female,79.75,0.0,0.0,9,7,4,7,6,8,7,10,1,4,1,2,2,4,Analytical,"Quality Assurance, Risk Assessment",Cloud,Creative,1,3,No,UI Design,"PyTorch, Cryptography",Data Scientist
ST0687,10th,General,15,Female,70.63,0.0,0.0,3,7,6,8,4,3,10,10,5,1,5,1,5,1,Technical,"Software Engineering, System Admin",Data,Logical,0,2,No,Networking,"Math, Azure",Database Administrator
ST0688,10th,General,16,Male,63.61,0.0,0.0,3,7,8,4,7,5,10,5,5,5,3,2,1,3,Analytical,"Data Analysis, Risk Assessment",AI-ML,Creative,5,3,No,Statistics,"WordPress, Keras",Full Stack Developer
ST0689,BTech,BTech_Civil,22,Male,79.26,74.06,84.6,6,4,4,5,6,8,6,3,5,1,4,1,4,3,Creative,"Frontend Design, Visual Prototyping",AI-ML,Analytical,1,0,No,Statistics,"Tableau, Python, Wireshark",Data Scientist
ST0690,Pursuing_12th,Arts,17,Male,85.28,0.0,0.0,3,6,4,8,7,4,9,8,2,3,4,5,2,3,Creative,"Visual Prototyping, UI Design",Data,Leader,1,1,No,Networking,"Figma, Canva",Database Administrator
ST0691,Pursuing_12th,Arts,19,Female,84.8,0.0,0.0,7,4,6,6,8,5,7,5,2,4,2,3,2,2,Analytical,"Data Analysis, Quality Assurance",Data,Logical,3,3,No,Networking,"Adobe XD, Illustrator",Cybersecurity Analyst
ST0692,Pursuing_Diploma,Diploma_ECE,21,Female,78.56,86.33,0.0,8,4,4,3,4,4,10,8,4,4,2,4,1,3,Technical,"Software Engineering, DevOps",Cloud,Analytical,1,2,No,DBMS,"Terraform, Azure, Docker, Canva",Data Scientist
ST0693,Diploma,Diploma_ECE,24,Male,64.14,76.09,0.0,3,8,4,3,4,4,5,3,1,5,5,1,3,5,Creative,"Content Creation, Visual Prototyping",AI-ML,Leader,3,1,No,Networking,"AWS, Adobe XD, Illustrator, Canva",Business Analyst
ST0694,12th,Arts,17,Female,92.39,92.3,0.0,7,6,7,7,3,10,4,6,4,5,4,4,5,4,Management,"Scrum Master, Product Owner",Security,Leader,1,0,No,Networking,"PHP, Angular, Node.js, Network Security",Cybersecurity Analyst
ST0695,Diploma,Diploma_Mech,20,Female,91.61,87.81,0.0,6,6,4,7,7,8,5,8,3,1,1,3,3,2,Analytical,"Market Research, Data Analysis",Security,Creative,3,2,No,Math,"Project Management, CRM",Cloud Engineer
ST0696,Diploma,Diploma_CSE,22,Female,70.05,73.74,0.0,7,5,8,9,4,5,6,7,3,4,4,4,5,3,Technical,"DevOps, System Admin",Data,Logical,1,1,No,DBMS,"Communication, Network Security, Linux, Ethical Hacking",Cloud Engineer
ST0697,Pursuing_BTech,BTech_Civil,23,Male,71.23,61.19,0.0,8,5,3,7,4,7,6,6,1,2,4,4,2,3,Technical,"DevOps, System Admin",Security,Logical,0,2,No,DBMS,"HTML, WordPress, CRM, Node.js",Full Stack Developer
ST0698,Pursuing_BTech,BTech_IT,20,Male,57.24,55.73,0.0,7,8,8,8,7,7,8,6,5,1,5,2,3,5,Analytical,"Data Analysis, Market Research",Data,Logical,0,2,No,Math,"Angular, Adobe XD",DevOps Engineer
ST0699,BTech,BTech_CSE,25,Female,62.52,60.6,76.44,3,5,6,6,6,5,6,7,4,4,1,5,5,4,Analytical,"Quality Assurance, Data Analysis",Security,Creative,1,3,No,UI Design,"AWS, Python",UI/UX Designer
ST0700,Diploma,Diploma_CSE,23,Female,76.29,85.78,0.0,8,8,6,8,8,8,7,6,3,4,4,4,4,4,Creative,"Content Creation, Visual Prototyping",Security,Logical,2,2,No,Math,"Math, TensorFlow, Cryptography",Backend Developer
ST0701,Diploma,Diploma_IT,26,Female,55.78,61.33,0.0,7,8,8,7,8,6,8,7,2,2,5,2,2,3,Management,"Operations, Team Lead",AI-ML,Logical,2,1,No,Web,"Figma, Photoshop, Network Security",Web Developer
ST0702,Pursuing_BTech,BTech_IT,19,Male,57.19,58.36,0.0,4,7,5,4,5,7,10,6,2,5,2,3,3,2,Analytical,"Market Research, Data Analysis",Security,Creative,1,0,No,Networking,"Market Research, Python",ML Engineer
ST0703,10th,General,16,Female,79.01,0.0,0.0,5,5,3,3,5,5,4,9,3,2,4,1,4,5,Technical,"Software Engineering, App Development",Security,Leader,2,3,No,Math,"Photoshop, Adobe XD, Illustrator",Cybersecurity Analyst
ST0704,12th,Arts,17,Male,73.75,100.0,0.0,4,7,3,7,3,6,6,6,4,5,5,2,4,4,Creative,"Visual Prototyping, Content Creation",Web,Analytical,4,4,Yes,Web,"Terraform, AWS, Linux, TensorFlow",Business Analyst
ST0705,Graduate,BTech_IT,26,Male,91.05,100.0,72.18,8,7,7,4,5,8,8,4,1,3,5,1,2,4,Analytical,"Quality Assurance, Risk Assessment",AI-ML,Leader,2,1,No,Math,"Math, Adobe XD",UI/UX Designer
ST0706,Pursuing_BTech,BTech_Civil,22,Male,69.84,80.0,0.0,3,5,5,6,6,4,7,4,5,3,2,1,2,2,Creative,"Visual Prototyping, Frontend Design",Web,Leader,3,0,No,Web,"Photoshop, Canva",Database Administrator
ST0707,BTech,BTech_Civil,20,Male,58.07,81.48,79.27,3,6,5,3,10,8,7,8,1,5,2,4,4,5,Creative,"Content Creation, Visual Prototyping",Web,Creative,0,1,Yes,Python,"Scikit-Learn, Agile, Keras",DevOps Engineer
ST0708,12th,Arts,19,Male,79.0,76.88,0.0,7,7,5,6,3,3,9,4,4,3,1,4,1,3,Creative,"Frontend Design, UI Design",Web,Leader,1,3,No,UI Design,"PyTorch, Python, TensorFlow, Market Research",ML Engineer
ST0709,Pursuing_Diploma,Diploma_Mech,19,Male,56.66,45.0,0.0,5,5,10,4,4,6,6,3,2,3,2,1,3,3,Management,"Team Lead, Product Owner",AI-ML,Logical,0,2,No,UI Design,"PyTorch, Photoshop",UI/UX Designer
ST0710,BTech,BTech_IT,25,Female,69.19,87.32,73.44,5,5,6,7,5,5,10,4,1,1,4,3,3,1,Creative,"Frontend Design, Visual Prototyping",Cloud,Logical,1,2,No,UI Design,"WordPress, Linux, Docker, Kubernetes",Cybersecurity Analyst
ST0711,Pursuing_12th,Arts,19,Female,72.92,0.0,0.0,8,3,3,3,3,5,7,7,3,3,4,3,4,4,Creative,"Frontend Design, Content Creation",Security,Leader,3,0,No,UI Design,"CSS, Azure, PHP",UI/UX Designer
ST0712,Diploma,Diploma_CSE,26,Female,73.48,68.1,0.0,4,9,3,3,8,4,8,7,5,2,1,2,1,1,Technical,"Software Engineering, System Admin",Security,Leader,1,1,No,Statistics,"Node.js, Canva",Web Developer
ST0713,Pursuing_Diploma,Diploma_IT,22,Male,87.56,47.02,0.0,5,9,3,5,5,3,8,5,5,1,2,5,1,3,Technical,"DevOps, App Development",AI-ML,Analytical,2,3,No,Python,"Market Research, TensorFlow, Agile",ML Engineer
ST0714,BTech,BTech_Civil,25,Male,79.53,76.61,65.55,4,3,6,8,3,5,9,6,3,4,5,3,5,4,Creative,"Frontend Design, UI Design",AI-ML,Leader,0,3,No,Math,"Linux, SQL",Backend Developer
ST0715,Graduate,BSc_CS,23,Female,87.74,57.86,72.19,8,8,8,8,3,5,8,8,2,3,4,1,3,1,Technical,"App Development, Software Engineering",Web,Analytical,3,1,Yes,Web,"Communication, Photoshop",Backend Developer
ST0716,10th,General,16,Male,74.04,0.0,0.0,8,9,8,3,8,4,9,9,4,5,4,3,1,3,Technical,"System Admin, App Development",Data,Leader,3,1,No,Web,"Communication, Project Management, CRM, Agile",ML Engineer
ST0717,Pursuing_Diploma,Diploma_ECE,20,Male,76.42,78.6,0.0,7,4,6,9,4,6,4,6,3,2,1,1,2,4,Analytical,"Data Analysis, Risk Assessment",AI-ML,Logical,1,1,No,DBMS,"R, Ethical Hacking, Statistics, SQL",ML Engineer
ST0718,12th,Science,18,Female,84.19,55.1,0.0,4,6,4,10,6,7,9,10,5,4,5,3,5,5,Technical,"DevOps, App Development",Cloud,Logical,1,1,No,Networking,"Kubernetes, Ethical Hacking",Full Stack Developer
ST0719,Graduate,BCA,21,Male,78.32,49.5,60.81,7,6,6,6,9,3,8,8,4,2,1,1,4,1,Analytical,"Market Research, Quality Assurance",AI-ML,Creative,0,2,No,UI Design,"AWS, Math",Web Developer
ST0720,BCA,BCA,22,Male,91.36,70.42,66.73,4,5,4,3,5,5,6,9,3,2,5,4,4,4,Technical,"App Development, System Admin",Cloud,Creative,0,0,No,Python,"Market Research, Keras",ML Engineer
ST0721,Pursuing_Diploma,Diploma_IT,25,Female,96.48,68.4,0.0,7,8,7,5,4,5,10,3,2,2,2,5,3,1,Creative,"UI Design, Frontend Design",AI-ML,Analytical,3,1,No,UI Design,"Excel, Angular",Software Tester
ST0722,Diploma,Diploma_ECE,22,Male,88.94,72.74,0.0,7,8,3,5,6,3,9,3,4,1,4,5,1,1,Creative,"Frontend Design, Visual Prototyping",Security,Creative,1,2,No,Math,"AWS, Linux, Statistics",Business Analyst
ST0723,12th,Arts,18,Male,82.45,64.69,0.0,4,10,7,8,7,5,5,6,2,5,4,1,5,4,Technical,"Software Engineering, System Admin",Web,Logical,1,4,Yes,Python,"Market Research, Linux, Wireshark",Full Stack Developer
ST0724,Pursuing_Diploma,Diploma_CSE,21,Other,75.02,72.03,0.0,8,6,8,4,5,7,5,7,1,3,3,3,2,3,Analytical,"Data Analysis, Market Research",Data,Logical,0,1,No,Math,"JavaScript, PHP, Angular, Agile",ML Engineer
ST0725,BCA,BCA,19,Male,93.73,73.87,70.18,6,4,6,6,6,3,10,6,1,1,1,3,1,5,Analytical,"Risk Assessment, Market Research",Web,Analytical,1,0,No,Statistics,"PyTorch, R",Cybersecurity Analyst
ST0726,Graduate,BSc_CS,25,Male,75.21,58.9,78.53,4,4,7,6,4,5,8,4,2,3,1,4,4,1,Analytical,"Risk Assessment, Quality Assurance",Cloud,Leader,1,1,No,DBMS,"Linux, Canva",ML Engineer
ST0727,BTech,BTech_ECE,21,Male,71.63,53.77,75.14,8,6,3,8,8,7,7,7,4,2,3,5,1,1,Analytical,"Data Analysis, Market Research",AI-ML,Creative,2,3,No,Web,"AWS, Azure, R, Docker",ML Engineer
ST0728,12th,Science,19,Female,79.05,74.57,0.0,6,3,10,7,5,7,6,8,1,5,1,2,1,2,Management,"Team Lead, Product Owner",AI-ML,Analytical,0,0,Yes,Networking,"CRM, Docker",Backend Developer
ST0729,12th,Arts,17,Male,79.29,80.95,0.0,4,3,4,8,8,8,8,8,4,5,5,2,5,5,Analytical,"Risk Assessment, Data Analysis",AI-ML,Creative,2,5,Yes,Math,"PHP, Linux",Web Developer
ST0730,Pursuing_BTech,BTech_CSE,21,Female,88.95,93.61,0.0,3,6,6,8,7,6,6,10,2,1,3,4,4,2,Analytical,"Market Research, Risk Assessment",Security,Creative,0,0,No,Python,"HTML, WordPress, Angular, TensorFlow",UI/UX Designer
ST0731,BTech,BTech_CSE,21,Female,83.19,66.05,59.51,3,7,7,9,3,4,4,4,2,2,1,3,2,3,Analytical,"Data Analysis, Market Research",AI-ML,Logical,1,3,Yes,Web,"Pandas, R",Full Stack Developer
ST0732,Graduate,BCom,19,Female,62.6,90.41,65.99,5,3,6,5,3,8,7,4,2,4,1,4,4,5,Management,"Operations, Scrum Master",Data,Logical,1,2,Yes,DBMS,"Network Security, Photoshop, Canva",Database Administrator
